#texto,#palabra,palabra,cloze_entropy,zeros,2gram_entropy,#texto,#palabra,palabra,prob_cloze,prob_cache,prob2gram
1,548,pasar,-1.04139268516,0,-1.04653237394,1,548,pasar,0.0833333333333,0.00173611111111,0.000368919
1,558,diáfano,-1.07542046568,0,-1.00944156425,1,558,diáfano,0.0555555555556,0.00170648464164,4.62844e-06
1,559,misterio,-1.27331810752,0,-1.25389928861,1,559,misterio,0.0416666666667,0.00170357751278,1.751e-05
1,560,interior,-0.729269175203,0,-1.2918599605,1,560,interior,0.0625,0.00170068027211,5.23103e-05
1,573,carne,-1.04052967536,0,-1.00626869688,1,573,carne,0.0625,0.00166112956811,0.00129509
1,574,rosa,-0.692337800661,0,-1.17149679444,1,574,rosa,0.0833333333333,0.0016583747927,0.00022289
1,575,en,-1.09123373428,0,-1.09048337471,1,575,en,0.117647058824,0.0331125827815,0.0336824
1,576,la,-0.593555068264,0,-1.16043953167,1,576,la,0.416666666667,0.0181818181818,0.143377
1,577,piedra,-1.17822450137,0,-1.00626869688,1,577,piedra,0.0434782608696,0.0016501650165,0.00117142
1,578,rosa,-0.989454214731,0,-1.08968198439,1,578,rosa,0.0555555555556,0.00164744645799,0.000294917
1,579,de,-0.707300605432,0,-1.09048337471,1,579,de,0.411764705882,0.0559210526316,0.0854797
1,581,cabeza,-0.862739119898,0,-1.00626869688,1,581,cabeza,0.0952380952381,0.0016393442623,0.0184243
1,582,vagamente,-1.03940224848,0,-1.15473358031,1,582,vagamente,0.0588235294118,0.00163666121113,4.40701e-05
1,583,triangular,-0.954242509439,0,-1.05027834139,1,583,triangular,0.1,0.0016339869281,0.000205861
1,584,pero,-0.855638927752,0,-1.19551711933,1,584,pero,0.133333333333,0.00652528548124,0.00180293
1,585,con,-1.06763104528,0,-1.06949810451,1,585,con,0.0714285714286,0.00488599348534,0.00878551
1,586,lados,-0.767729052736,0,-1.10228202737,1,586,lados,0.0833333333333,0.00162601626016,6.05981e-06
1,587,curvos,-0.712996326252,0,-1.52051134809,1,587,curvos,0.166666666667,0.00162337662338,0.000103437
1,594,total,-0.74080620106,0,-1.00983646627,1,594,total,0.0555555555556,0.0016051364366,0.000209718
1,595,semejanza,-1.21108490038,0,-1.27255446936,1,595,semejanza,0.0416666666667,0.00160256410256,0.000396434
1,596,con,-0.533893934973,0,-1.55785726461,1,596,con,0.25,0.0064,0.215065
1,602,tiempo,-0.78255192659,0,-1.00486663799,1,602,tiempo,0.3125,0.00158478605388,0.00817856
1,603,La,-0.856535980114,0,-1.03008069071,1,603,La,0.0833333333333,0.0205371248025,0.0303648
1,604,boca,-0.954038921123,0,-1.00626869688,1,604,boca,0.277777777778,0.00157728706625,0.00473521
1,605,estaba,-0.614213593855,0,-1.13234407898,1,605,estaba,0.0833333333333,0.00157480314961,0.00704408
1,609,plano,-1.10146677193,0,-1.00486663799,1,609,plano,0.0434782608696,0.00156494522692,0.000705123
1,610,triangular,-0.955807303596,0,-1.1913480836,1,610,triangular,0.0555555555556,0.0015625,6.21839e-07
1,611,de,-0.489659747396,0,-1.19551711933,1,611,de,0.588235294118,0.0546021840874,0.193833
1,612,la,-0.579429780464,0,-1.06542339983,1,612,la,0.45,0.0218068535826,0.129847
1,613,cara,-0.585663054848,0,-1.00626869688,1,613,cara,0.157894736842,0.00155520995334,0.00500662
1,614,sólo,-0.887346954847,0,-1.19482247717,1,614,sólo,0.1,0.00155279503106,0.000241645
1,630,piedra,-0.931106610204,0,-1.00626869688,1,630,piedra,0.0666666666667,0.0030303030303,0.00117142
1,632,vida,-1.00383844737,0,-1.12657068093,1,632,vida,0.0714285714286,0.00302114803625,0.00273487
1,634,ambos,-0.7402772868,0,-1.07420526797,1,634,ambos,0.0769230769231,0.0015037593985,0.00122607
1,635,lados,-0.132301776067,0,-1.06038564601,1,635,lados,0.833333333333,0.0015015015015,0.117765
1,636,de,-0.400199512136,0,-1.52051134809,1,636,de,0.588235294118,0.0569715142429,0.331285
1,637,la,-0.517637281484,0,-1.06542339983,1,637,la,0.45,0.0239520958084,0.129847
1,638,cabeza,-0.503594764105,0,-1.00626869688,1,638,cabeza,0.5,0.00298953662182,0.0184243
1,639,donde,-0.975006431231,0,-1.15473358031,1,639,donde,0.0714285714286,0.00149253731343,0.000217624
1,648,ramitas,-0.911268706598,0,-1.03485091926,1,648,ramitas,0.0833333333333,0.00147275405007,1.95628e-05
1,657,branquias,-0.877194505705,0,-1.00979794077,1,657,branquias,0.166666666667,0.00145348837209,2.42711e-05
1,659,Y,-0.985242757168,0,-1.03008069071,1,659,Y,0.0625,0.0361794500724,0.055258
1,660,era,-1.1806179974,0,-1.02451267902,1,660,era,0.047619047619,0.0014450867052,0.00212368
1,661,lo,-1.02663789081,0,-1.07656123024,1,661,lo,0.0555555555556,0.004329004329,0.0188048
1,662,único,-0.460768270266,0,-1.27462507396,1,662,único,0.0588235294118,0.0014409221902,0.0115477
1,663,vivo,-0.171284741071,0,-1.72987311702,1,663,vivo,0.047619047619,0.00143884892086,0.000486558
1,664,en,-0.4574838522,0,-1.1378537446,1,664,en,0.388888888889,0.0301724137931,0.123218
1,671,las,-0.435475009184,0,-1.12326203395,1,671,las,0.1,0.0128022759602,0.00328947
1,672,ramitas,-0.726626072467,0,-1.00979794077,1,672,ramitas,0.2,0.00142045454545,8.86423e-05
1,673,se,-0.232764926404,0,-1.24268859428,1,673,se,0.785714285714,0.0113475177305,0.00876995
